N,P,K,temperature,humidity,ph,rainfall,label
118,93,10,36.89508684491034,65.76785343562818,7.4312948528583345,249.1189413605148,coconut
71,42,114,28.599742278102944,17.158632487605963,7.916168040091549,125.50594841020948,mungbean
87,34,126,28.360828912637043,20.6479293872124,8.347025741365213,88.88725493806797,coffee
78,68,86,22.71027673324286,38.90344522152739,5.155013253027342,73.967154499452,papaya
115,94,98,17.49649383444134,32.79216143659512,7.398558787387221,251.89005686629923,mango
72,125,31,38.11640671974148,45.50709869267901,5.07117896658785,239.50269263758972,jute
11,98,91,16.81468368761267,82.02806062911134,7.133638030932089,138.48706793962165,chickpea
89,105,97,41.07302215943587,15.676768998346931,5.322398571820469,33.71489557069945,muskmelon
118,136,36,41.907928404656886,59.175651999625785,7.366272726692813,116.77370258598224,rice
85,15,81,35.39568780251081,19.75610659286945,7.607556706452273,220.90098214801276,grapes
87,64,19,33.591926522384206,27.24263716992246,7.514539245672753,184.4400119482039,watermelon
102,104,34,23.262863174057713,73.3704416920014,6.854503581279065,167.69668264167544,sugarcane
129,47,86,22.659009449747145,57.1802617101967,7.194927355297133,160.01953096236298,mango
112,54,68,15.199979966847593,97.55326290493295,5.639084601490376,278.44000039146437,pomegranate
47,113,67,23.8997864482412,16.786126532892915,6.78704457078207,67.48556235960925,wheat
31,81,89,35.07175852286839,98.39760934556858,4.666372522006291,136.28250173260642,wheat
38,77,55,20.22782524819693,52.61836907293449,4.283365795163406,113.48205598045786,ragi
108,81,120,27.437130246702097,50.72977012535275,4.934922297241908,243.5502256897013,banana
112,58,110,30.800929051298883,41.41909608275857,6.2338757016687225,280.3621247463217,coconut
66,128,30,35.665945028809304,92.11868720023492,4.7074641856030155,135.20932196747296,maize
120,30,25,15.669115843198835,84.44637340078806,4.501166290599225,119.62633243136955,pomegranate
111,32,43,22.18456063819039,28.04759984695017,6.979252682628651,158.46466379726388,papaya
75,53,129,28.042168529756623,75.31055066606257,6.442499437117331,286.34359329338537,papaya
127,96,25,35.03743019155508,61.23680660079414,8.315777604502394,277.8334477743748,ragi
128,58,120,23.796257405367363,71.22117297667484,7.144263717467731,225.94305480868488,coffee
11,80,11,31.8857568225302,48.949599520733834,5.580102360381668,36.72461933458549,coconut
78,88,65,30.025233596361684,70.62925496431042,7.318824581156557,85.12140056886751,barley
32,15,40,20.478681886854844,16.34288313193066,8.287026472559702,120.06680001106285,coconut
59,119,99,29.13662445631048,76.28070797847147,7.81183607616335,292.9716992360696,kidneybeans
132,90,55,22.046152075726834,59.97800424859861,6.179744172964334,40.917608460621,ragi
130,115,98,27.662656814396648,71.3653227154247,7.0899612535821195,54.44227329383561,barley
128,58,109,22.564740318610944,46.493790136337154,6.051608427755012,261.1951031796067,wheat
133,83,30,29.55541016174963,54.4544281670914,7.878079012586632,242.0142278326329,ragi
110,67,55,23.431637868121136,57.60134124653738,5.00513821639406,252.95974179496505,wheat
30,137,44,26.794250159992345,34.49901935359241,5.28610251142452,194.98922812877225,orange
115,86,127,41.36494797072193,30.00134254300708,6.361128698161458,266.36276062565946,maize
124,80,79,36.58302202150677,43.1343728839248,6.976006567146193,159.48080304626535,wheat
82,86,106,41.92829136867787,92.12121180774503,4.260336403359811,155.03270333510085,jute
92,108,99,25.485053330751736,57.902250210505926,7.411856574708446,256.53568670885136,mothbeans
60,48,52,15.911432789174691,93.94733609225072,7.272037962941852,282.6788697416684,orange
49,63,93,19.868259631791737,55.796468484251285,7.409644901668448,200.15585633033496,wheat
118,120,52,22.478630566357566,56.84956300400065,6.724692050302917,152.6733941149347,maize
32,13,90,35.59979741233448,20.952120838040337,7.323204200336402,173.40346865652668,maize
11,78,88,24.717593136469127,22.80812721527034,7.422398422848913,142.72336213769563,apple
73,123,50,15.846203530827784,73.7724852363726,6.838206953597727,65.9336709775616,rice
134,26,85,16.615163407075393,62.14003761026626,5.429873964064521,137.33112496642437,coffee
132,63,18,24.718822536588032,62.03995864225083,5.362541079215357,35.68973438284027,cotton
79,120,39,40.73115798366548,20.974579719672423,7.125880046572419,30.00286897745039,pigeonpeas
41,133,124,24.693496705091363,76.8525940429215,7.88244882193142,37.20431130282568,maize
44,128,138,32.78449170410399,30.854271524457616,6.42342599798376,283.24246885425214,papaya
132,134,79,30.036013887518287,56.48139876799907,8.492477726942834,205.6389644427539,papaya
94,26,10,36.8233284651201,95.12747361954449,5.799265540783432,226.23131920341976,mango
113,128,47,41.81945104855904,47.06943207220259,4.718646835269294,229.7310461667203,lentil
110,139,32,30.02616006961708,18.10655078510987,6.145154180623855,94.8510417649084,mungbean
47,42,35,22.38359484644809,84.14570712601302,6.534510816717175,39.04996182165175,wheat
80,138,135,16.268428750891765,89.51122139503661,4.155690253584286,99.71713348744613,lentil
133,17,74,35.097927821116414,50.45122441083333,7.860056255571828,147.35323012363716,ragi
32,110,78,30.966933053408045,57.610239343859305,8.01005788173622,214.05166307228376,lentil
77,79,117,15.04533504222625,93.33056653816817,6.300933309315333,156.65679326504892,apple
138,42,16,17.258721012595224,28.974459118508474,8.352273233568742,256.92161824322244,mango
36,89,126,36.60538355087911,44.762433509350515,5.317751942913987,139.43418041186405,barley
30,129,110,32.01372996251115,81.1246436632705,8.31033937739696,196.77246848726026,barley
44,126,113,32.519346140141124,64.52611990793969,5.429402473167714,117.84567044216975,apple
62,133,36,27.36463776638493,79.07816122960412,5.665543393359036,150.70939765076042,mango
78,32,115,30.540836803269062,57.064231625476395,8.012760817362787,219.9492161702378,jute
71,88,89,24.76323063709464,91.98932817618251,4.9965689298949085,86.98172226435298,barley
18,138,17,24.197170067515266,80.05465099993422,4.052412301602857,218.25382491450821,pomegranate
75,68,118,33.23094859902103,19.631060572641452,5.093433836121228,75.45425890047112,banana
48,57,97,41.137638626430075,66.23632884718845,5.464414359794901,134.36452623154872,muskmelon
41,25,107,38.74605504736245,42.26365045669115,5.856818110208364,133.77855148965563,coconut
16,71,64,35.34662296264923,70.31707297868672,5.49630358055472,214.98224820918142,mungbean
31,87,50,21.781862709769996,36.16934539771886,4.127306003162825,67.23298087080292,pomegranate
32,55,33,21.205712454142766,36.12191326940119,6.634144241029853,229.61004017427004,coconut
73,10,131,26.674861037690018,62.15559013466662,5.851730399783954,252.33540835840225,grapes
38,62,117,15.426337164875454,99.07444798703597,4.900948894251346,129.81657185991065,barley
29,44,109,37.97780546890252,95.75960696099708,6.125604112402631,284.82690312499903,sugarcane
116,34,92,24.783322697053887,67.27524235488613,4.420669111695276,114.95522677661806,watermelon
61,97,115,23.612738188098177,51.715883362542826,4.440997596504079,150.77279668922125,pomegranate
72,84,107,39.9820698308729,55.72259476867127,5.062760133786584,238.32211305454473,cotton
86,99,39,34.74833829657773,88.36436301869941,5.953369488223297,166.00045513957488,mungbean
69,72,14,41.86617174767912,48.94449039072162,8.12116444394285,59.601185949034814,pigeonpeas
136,26,138,28.920501088816323,38.58752204925559,5.115798647191104,225.07303114552948,ragi
93,63,105,18.326405416539824,63.9107023717958,4.860342621352387,135.17623076143502,apple
72,67,120,28.91831337168884,93.87760008129146,7.485344636851777,84.737939870683,wheat
99,74,63,39.61989290436874,20.453610511815384,7.504603303201697,110.51021162771548,watermelon
26,55,109,30.56213919995831,56.24297511954681,4.293327650534196,190.16797087306026,sugarcane
131,103,57,38.58408189309921,40.41472307107159,7.549898062706481,42.2959498555413,cotton
88,65,115,33.27220250399027,18.74428202766564,5.908347175944196,219.52433748260643,jute
137,82,32,23.07553270390722,52.045303846062076,8.188753397327522,94.8182134960563,chickpea
32,114,36,23.000481648832782,81.49388669502694,4.4719396390439154,246.40637136772523,ragi
48,99,105,16.617559523903402,92.16940366967489,6.239043066539459,87.0340784683367,sugarcane
21,20,51,29.552497373748366,75.54230199419959,6.483738800463281,140.61640099075652,mango
10,27,104,20.65102659460712,84.53559231083851,5.490329806282475,34.692802693119845,apple
76,48,85,32.43279142150552,97.51235140731353,5.547448475244947,102.44263261048187,ragi
123,78,73,41.324609471191636,27.410547343612443,5.217346034599918,132.293150935982,cotton
132,22,63,29.015910643410557,33.1950824731568,6.5917058514165205,60.24634198367953,mothbeans
119,13,115,35.158121602688034,60.94632440892579,5.307708736445445,245.67855545880698,papaya
120,74,93,15.360664726283119,65.40104860291838,6.424947995696085,264.5499944319448,banana
57,54,45,37.53252667947929,48.98927798492718,7.780835235999028,255.06068574378847,lentil
131,103,99,15.264106607364234,19.516162403629636,4.300647943765638,288.1025750482066,wheat
53,53,37,29.423926848727405,25.407642479819287,4.6263320660526865,178.9073773606122,blackgram
110,79,111,34.61070793770553,85.24801101807147,5.825529073754159,254.6962549084963,apple
26,104,57,18.737631916178792,83.28589260817292,6.15708634696508,264.06800766913204,sugarcane
20,86,44,24.30758401859141,50.145295176583105,5.545863253980196,214.04251779579357,muskmelon
55,13,75,24.814476273894954,47.042462072672905,5.56090669231286,251.33141443067524,barley
39,11,77,16.941080476456687,92.79367481491589,5.807351301550673,72.96327863423635,ragi
40,80,21,30.366232256034557,92.56234825172702,6.7043589174659886,295.9114566298847,papaya
12,57,23,27.851296083096855,92.57576868399539,7.161996388323434,66.63263191920372,mothbeans
112,104,52,24.756894493181257,18.590773867010498,6.8550213178486015,160.99811043652213,kidneybeans
54,82,13,24.7653074051803,20.413593406382184,5.635307044310519,59.15468773289199,rice
86,110,31,19.22401094238139,42.82512114220666,5.7039483961863136,277.55559837105295,papaya
21,59,23,17.93067287563419,48.52771199107008,8.425608116925147,127.36815387224776,sugarcane
126,17,87,33.71767103229146,18.821956844772238,4.903991155320935,87.12522673457109,coconut
129,22,74,39.80758634315097,96.09477659393626,7.868456830674346,219.13496849951338,maize
15,103,53,21.732750497997838,29.731741982107152,4.528996382059999,282.3460426109858,orange
98,52,12,31.629566929287215,71.77137996883309,7.5423592495262195,70.09199048662659,coffee
126,138,59,19.292963535077384,53.493298551119004,8.195858637211044,167.83562219353314,maize
13,35,111,20.971124061789308,59.693124808363045,5.162844350713417,38.28758124149057,watermelon
27,68,137,27.37038316603308,74.81309918674305,6.48926379644918,232.9267994831923,maize
36,42,64,35.400959189147756,49.803534700003596,6.145243188321429,31.953154346088006,sugarcane
52,121,95,28.913079517601382,67.48986832340528,7.636346979232046,292.3378570024445,mango
11,48,33,21.18388064407028,21.134075185023075,7.2280470947392566,160.6662504296788,ragi
100,115,82,21.634494984045464,93.58322003322553,7.436679485501598,103.66423812275181,chickpea
34,52,102,39.21728074844927,42.29608470866846,5.681433011985133,45.63498442983504,rice
90,58,102,17.670085727726935,82.38152457929108,4.8393322010046695,144.17104111483093,grapes
102,88,40,17.387495788276766,58.5369743342311,4.045863885911941,54.71176557044568,lentil
63,83,85,32.38316321381249,42.1689642357731,6.756975656985162,263.6550502822902,coffee
139,117,25,25.685151189102275,17.39564751942155,7.8158831974746885,128.6768656334924,blackgram
21,71,41,36.111102043283715,31.62413115238321,4.399475234856625,126.69357261568149,grapes
30,32,71,33.88018671697812,26.40268462772633,6.894300349731399,176.1421149397949,lentil
30,68,85,34.27107311268149,21.742110148064153,7.45724190676234,89.57111809541988,lentil
75,43,131,27.866251535049543,61.16215197558179,4.8282272061836204,292.63536175011853,mungbean
100,86,115,30.771047010325756,28.144936855539925,5.993585533113648,251.23862099873503,apple
113,43,16,36.79124370102816,80.10069625048972,4.862891752170763,283.7389544041481,papaya
29,14,119,21.38730220088288,29.25662573307588,4.33087991588657,61.21137638976883,coffee
72,76,107,41.13484384145596,48.97315715531695,7.074878412999941,273.4436196548179,muskmelon
122,25,108,21.797686882539367,93.87311067776866,7.886312000355506,139.8341042232062,apple
83,116,130,26.186170381198014,62.365618336566094,6.914033379928851,60.1057284837938,watermelon
74,60,128,36.193477140168,85.96190981494217,7.6214211967927294,231.79655087026435,ragi
47,33,93,26.26970351149674,78.70799347725071,7.934932756580105,46.970947221183735,coffee
128,46,55,20.61994017961637,43.367101053877654,8.029416556980415,199.28157891489394,mango
132,90,45,38.1629903501685,39.2687353883946,8.221707262148376,207.87613457381525,orange
84,57,59,22.371481907725112,23.53950161686686,4.9673548755564205,163.9792217631624,coconut
128,87,56,17.684812057472467,98.23967195743035,4.830658997825424,116.22572995641379,ragi
68,11,100,26.726490869308392,35.428045899314746,8.262583458559583,105.40595536500571,rice
71,135,23,41.82573798055789,56.95989429794898,7.497960334891563,285.93981078447354,watermelon
88,116,83,21.6732760982753,81.80320973488253,4.597273631925557,194.67187747488805,kidneybeans
75,70,132,34.538155884500455,67.30451194904941,7.895038576084275,55.369629335548275,jute
75,37,116,26.006514831494172,62.97731834322908,4.005833068730127,285.8270528739151,blackgram
133,39,94,28.379968278020137,98.66610785609626,8.27594887507014,219.57171360556197,apple
85,125,137,15.179950717720489,19.69928314882969,5.7156507059188595,124.51880510363794,maize
128,126,21,37.13093125634552,58.876726056301,7.453295476092249,38.622018521964165,barley
125,22,134,24.011218211009492,74.40293331041761,5.003484244092716,164.4549377796952,wheat
62,131,86,15.00744437892887,26.76467990757677,5.626613125995966,33.72762007715054,pomegranate
86,42,101,22.633685527495068,26.83912359064957,5.630575399102938,215.38363801202343,ragi
46,67,115,34.54103120785229,87.492756773493,5.766128998486843,87.94768343276758,coffee
106,95,28,33.82682883083198,58.896297638952,4.446193145148059,263.58675991995983,mango
95,23,97,24.649920959990077,94.06928062283018,7.288390387820329,221.53329271224322,barley
75,48,24,20.27465887668048,32.697435931344,7.940684077848399,290.3538151920749,blackgram
17,24,134,41.630270619329096,73.70581654577691,6.425860167923487,262.8297925363823,pomegranate
84,109,106,41.37280176148461,20.177143161084807,6.494893885540755,238.83485255457413,mungbean
133,29,119,35.2631664419868,62.15751400038844,6.476714072728493,259.0071226345343,coffee
15,46,137,19.621319308499608,76.4941870173566,4.560916657674851,298.9781258990066,grapes
89,82,25,25.57415297565563,57.94641518310077,5.841513672600351,48.456349654807994,wheat
34,13,134,28.025238050178412,41.833921728742474,4.183049699689246,57.82870845375042,barley
94,45,123,17.19139947330067,31.5597772807132,7.955525926264756,39.194060467122426,papaya
24,124,107,40.333400072649695,99.15134088259423,7.037902325968427,33.13553776124,maize
45,74,60,20.882900438497135,56.58069386865851,5.631386907413945,166.5566772780369,ragi
49,77,43,21.994897244233744,86.29618775555028,7.244261131394281,277.2035274135285,apple
25,104,59,35.74926993626169,23.728277088734018,6.901420262665902,263.6337923251755,orange
126,11,115,40.35071141952387,18.143399922254318,4.936153280459066,202.56322677121162,barley
97,57,51,24.395783454143956,90.04395710253769,5.21468694231686,49.22079753962077,ragi
28,73,107,30.167131730415797,41.70090136322753,4.057599845867154,193.56298123448946,mungbean
68,116,100,37.41207259433489,68.05055378759533,4.151160899334049,281.4401465982081,wheat
114,130,87,23.59185248488869,99.0772196734249,5.244881233342059,126.3175058601926,grapes
55,55,106,23.716873522702777,29.01708667391752,6.656733766070227,95.0352817386559,ragi
124,104,57,17.654388276660406,46.83537386845996,5.7858204530018345,55.618998820690905,coconut
87,39,107,26.549428214688035,58.98501144766438,6.950936833540401,220.65671788062212,pigeonpeas
127,85,48,32.32689884799761,93.16390320227772,7.752629385551449,215.93096323127943,ragi
119,134,95,31.787794316858765,77.65645121913087,7.044668653617764,255.57683542688096,lentil
58,115,71,31.160020276453682,84.61773512945386,6.955883549960891,212.34939101462015,kidneybeans
71,13,28,37.96610636403714,92.48179986231614,4.106285404816411,155.62271118694693,coconut
131,45,87,24.747763445092158,87.09093208660909,7.333198458628161,298.545870094884,mango
109,56,39,39.853990709896735,46.97615935679576,6.2545462384322565,41.10419449704064,ragi
32,17,106,36.58930918254302,73.92411228089718,7.376010935843741,287.98654122549465,coconut
20,122,37,25.54823869775853,36.93311543461051,4.435937483790216,253.64638931165004,blackgram
97,40,110,25.25679428315985,61.99608669672223,5.561095310630991,227.4388181723809,mungbean
53,114,41,15.305855462107365,96.20040031884069,6.9456250236449915,131.615189487147,cotton
37,28,91,19.885528568261535,43.391564188411856,4.140205445492428,165.0189007731895,maize
81,133,113,18.45154746796397,46.22863467693231,4.235096532391168,126.53437549913299,rice
121,139,81,35.25378560177139,85.12197107613939,8.411402964198757,125.61896070985905,mango
30,36,11,29.380905934343545,86.52718749964036,5.022726495056055,246.5728004095934,muskmelon
77,26,41,27.940353129249363,54.60362665028324,5.058439429087108,237.81488036051738,ragi
40,31,32,39.31081560300475,53.81996182707293,7.1745183939908515,202.97918633580932,cotton
118,86,10,20.05141063412686,90.40034796986254,4.037472020005466,255.33059202694452,cotton
12,46,125,15.32038783505272,23.788899268498096,7.503041437634025,56.76962859249896,sugarcane
85,50,78,17.930378127412183,34.60901452552642,7.253950596703156,102.17879585644583,maize
65,122,74,29.48763517004145,92.67048424053337,4.334418726278415,140.02262824304123,cotton
51,11,10,36.26188568866398,65.61060580816823,5.057706936599652,257.4369429555926,orange
121,52,57,38.18174840696997,15.533764955829238,4.786393340096558,232.6669526088929,barley
80,15,119,36.147068318000436,99.06303123087736,7.391368928496282,141.5287982130194,apple
45,45,86,34.732178211110565,17.703720054775097,4.690101196391306,60.5029560623027,barley
87,139,71,31.190443397797964,73.45200744068173,6.746342250035509,195.06152348627916,papaya
40,97,92,41.444394957962544,49.609025647151626,7.359079626985526,153.2098359226263,wheat
76,47,129,21.612156302032677,94.94416020594578,5.595886929284508,178.46026403206116,apple
57,27,54,15.028716613850051,46.17061856855101,6.568430455548384,156.84077582288333,mango
101,22,27,25.894106967786175,77.18323461702798,6.626318823111328,158.18663255793075,mungbean
83,103,80,29.571800047281265,44.50281840359442,8.217894392453093,43.49977745248301,mungbean
113,78,97,41.72374799146607,75.0271284777342,6.517514150097016,45.36602565756532,cotton
99,88,128,26.52626557253933,27.905398629930204,6.342551869624627,123.90988288405389,orange
95,117,13,25.052019655986946,92.01007732894054,7.960866864237281,167.7961944967626,mango
46,135,39,23.68881048991678,50.402592746620904,4.87159106175635,268.74581920114576,chickpea
134,111,26,36.3171757916976,31.17125600666011,4.132473583755681,126.70665145752216,lentil
139,67,29,15.880576994734941,87.82258368948406,7.0377740585670905,66.41014899008874,apple
52,125,45,25.167428304714804,75.01004495923257,6.48246390475841,177.6044095689059,papaya
101,37,128,29.837660311773824,27.869676756590486,5.357611327124287,217.35460889171677,papaya
95,138,111,15.27388811808481,94.10362702564336,5.007988764169792,130.02291941341417,pomegranate
29,49,38,32.52083744290984,93.525354400533,4.124888424212032,202.90106996482223,ragi
58,100,58,17.74429148797227,56.534442619912845,4.122058278879268,157.32047038168673,chickpea
10,120,91,29.362573346849118,50.44274752210784,7.818635638497396,80.79947288044872,chickpea
42,84,112,24.891621511167738,47.365938206886305,6.686890221496577,256.12221383669964,muskmelon
126,130,138,41.53014467630082,50.92255269816967,6.516387948387868,196.2863352768334,rice
29,105,35,15.353556412578161,83.20112196175394,4.122044375295442,110.7690467289553,papaya
108,130,135,22.334621226037534,21.627408413027165,5.711500925935845,114.28764175924898,cotton
82,59,47,34.31762716978754,96.81993503033841,6.592719396158884,80.09292543877626,muskmelon
124,124,104,16.09179059894206,63.38025490702835,4.862810489575808,262.51075018925377,watermelon
47,107,58,25.34441589076181,66.51832975487739,4.889483611845909,145.284339000788,pomegranate
46,27,66,41.70414468932731,41.8159753084245,5.4233669671960625,30.905459196873238,kidneybeans
123,96,30,33.69221222207353,62.791118097698906,5.241806066163534,75.06147274704487,chickpea
62,125,109,15.688452804354313,47.19957181974853,4.123157422905253,142.36980171942773,sugarcane
30,33,69,15.192247112230756,77.38469709351335,5.240238388827708,207.9382631017103,coconut
78,81,19,41.21031159842596,79.52907172332463,6.2738051490670195,259.95104101373556,coconut
97,99,129,17.096099030119614,33.86965346156758,6.942695994565082,170.59131336484185,mothbeans
95,35,94,30.537330071996088,44.517365405747725,5.567258930021773,194.46173230535368,apple
92,82,81,24.568307154404216,88.70019217406195,6.865204017489894,51.397024676600765,pomegranate
122,79,24,19.465361914323534,77.53171451421719,5.619925539727843,52.413154220340196,pomegranate
117,111,109,29.971622357763998,63.494547821917884,5.9720110832217035,44.487565436948586,orange
117,122,88,20.607135124566682,58.07617488982273,6.0889236288087485,96.26940811961026,pigeonpeas
59,84,111,31.089929523687392,90.07864913142826,6.281307042051422,55.41926302509794,mungbean
51,40,45,36.688004219892704,67.12259671161385,6.18137010031262,289.1735846701459,coffee
85,24,85,38.262344027286645,71.82309395602762,4.234113499532345,137.08687283508618,banana
19,100,16,32.13425183014846,81.63827082898949,8.492314490109964,77.4190250692292,lentil
127,39,65,25.76684874391171,87.155216754669,7.8001539916642635,53.782104880419006,ragi
129,106,82,38.261979828860156,36.175730465739946,8.366662930898944,220.16848463191099,coffee
114,96,23,38.07511945217617,99.37832907657159,4.554635673788022,93.6322993075112,coffee
70,81,49,28.691845554664248,22.42547579658696,4.784298519148462,49.22982933470185,grapes
34,109,128,16.89065012845245,87.0081473557718,6.756891308199947,210.60081543877814,apple
63,54,108,19.689081756690623,89.54082837029799,5.679952844248148,103.81793863666958,pigeonpeas
29,13,120,41.26703308871204,83.39044550850755,8.136734816093014,139.21753018873738,jute
18,78,12,31.760716641672726,55.95219704951495,5.32156479393315,191.90536353259742,coffee
13,52,17,15.427973609386573,64.56399723931196,5.8557146117462,64.94951421728848,apple
45,51,105,32.427473696337174,18.059627093800337,6.8101666293691725,177.79278335792742,wheat
132,53,70,20.573496759361365,67.68372459891383,4.600321318663859,36.23274729153548,sugarcane
49,24,83,37.82780529400514,34.956713908700436,5.551033382169636,240.65008814698896,mungbean
63,97,73,21.521892576287467,88.77088092831791,6.97054164494273,234.37764276535867,papaya
47,66,129,38.20107066800527,16.055110315940077,5.667158966907204,51.72102346396798,cotton
14,25,17,32.88071708901045,94.21713374366269,5.0444054379756755,228.368052383424,pomegranate
65,121,125,28.129103770301562,16.711978423079486,7.148292722169612,37.87685916762391,ragi
96,108,136,34.59976324977977,32.02356256208196,6.438789626751218,146.33727482566198,mothbeans
54,38,10,30.642394892957743,60.68931146605843,7.383372780160548,200.1830776204643,watermelon
30,29,84,15.668110080550257,34.62846564274183,6.405834906360804,78.3113908162309,rice
91,137,73,19.837478700551944,81.43227108322012,6.777801403535097,178.64605306514852,mango
77,51,126,27.826106164392733,56.78160794858366,6.288571034239011,117.27956444324244,pigeonpeas
22,131,85,15.673926457787536,97.03089831577579,5.759927471319415,253.00094904262576,jute
84,16,95,19.95950272861183,30.1239195675489,5.396156032590555,214.32471758298533,pomegranate
112,126,119,41.851974684197046,57.832334654132524,4.546087458994826,178.94683148409032,grapes
137,135,71,23.782040215171314,99.25637541636573,5.195548295487177,125.81099044087287,banana
59,26,52,18.149725975872844,56.47858412331835,6.174125653921582,143.2257297954724,kidneybeans
69,110,65,22.128067610423233,70.14677039502418,6.841947556830599,240.05532622785518,mungbean
91,105,94,40.496012362498824,92.27618119347666,8.268652854979099,54.109535761134225,sugarcane
36,16,82,33.54936584865477,29.746794820051225,4.050185353055783,130.92873985828004,kidneybeans
86,75,77,29.90707138141439,68.04720535180633,4.548063746935639,179.18478088602203,rice
99,130,119,28.594430422698867,18.4128842849954,5.623440347000642,127.38070399811188,coconut
33,70,16,38.430801836668735,70.81141520107198,6.686122224709816,274.00228016082013,mungbean
70,106,69,23.884790161484396,78.7927170690253,8.28748005372723,33.54505545958797,ragi
